text,target,is_offensive
Kizilderililerin derisi kaliteli degildir,RACIST,1
hitlerin kadın cinsine pek bir saygısı yoktu kadın ve erkek arasındaki ilişkiye dair oldukça katı fikirlere sahipti,OTHER,0
hic bir zaman saf degildim,OTHER,0
Halayıktan kadın olmaz gül- ağacından odun,SEXIST,1
adam yiyen çiçek gibi aldı ağzına,PROFANITY,1
bugün okulda bana güldüler,OTHER,0
biz erkeğiz karı sikeriz karı bulamazsak ibne sikeriz,PROFANITY,1
mürüvvetsiz adam suyu çekilmiş değirmene benzer,SEXIST,1
iri göt lobu,PROFANITY,1
araplar bile benim oğlandan temizdir,RACIST,1
tarihi hiçbir binaya rastlanmaz,OTHER,0
yerleştirme işlemleri sonunda sınava giren her aday için sınav sonuç belgesi düzenlenir,OTHER,0
onları hep katliamlara tabi tuttu,OTHER,0
cesur kaptan gemisini kurtardı,OTHER,0
korkma arap eli& öpersen. dudağın& kararmaz.,RACIST,1
Erkekler olarak hepimiz olumun varliginda esitiz,SEXIST,1
Kadın beceriksizdir,SEXIST,1
seni bir sikerim borsa dalgalanır,PROFANITY,1
çingene çadırı gibi kirli buralar,RACIST,1
erkek adam korkmaz,SEXIST,1
kamu eliyle ivedilikle bir sanayileşme süreci başlatılmalıdır,OTHER,0
zeynep kıvılcım destekleri sayesinde aradığımız evi hızlıca bulabildik ve işlemlerimizi sorunsuzca hallettik,OTHER,0
Gavur inadın tutmuş,RACIST,1
normal olmayan bundan sonra başlıyor,OTHER,0
lif doygunluk noktası olarak bilinen bu noktadan itibaren kurudukça büzülür,OTHER,0
bu ülkede kısaca tiyatro yapmak kolay iş değil ancak bir şeyin borazancısı olacaksın o zaman bir tiyatro olabilir yanı,OTHER,0
Şarap çanağına sıçıyım,PROFANITY,1
son zamanlarda yaygınlaşmaya başlayan bu kelimenin karşılığı dilimizde zaten vardır büyük,OTHER,0
türkçe sondan eklemeli bir dildir,OTHER,0
yunan adalarına türk turistlerin bayram tatili talebinin oldukça fazla olduğunu ve bu yüzden ek seferler koymak zorunda kaldıklarını söyledi,OTHER,0
Erkek kadına tokat atarsa erkek suçludur kadın erkeğe tokat atarsa yine erkek suçludur,SEXIST,1
zira sanat da tanrı bağışıdır ve tanrının sanatına götürecektir,OTHER,0
Kadınlar erkekler kadar hiçbir alanda güçlü olamazlar,SEXIST,1
ananı götünden siker seni erol taş gibi kiraz ağacından kamçı yapar döverim orospu çocuğu,PROFANITY,1
Ödün kopuyor dimi bana yazcan diye kolunu siktiğim puştu,PROFANITY,1
polen toplama sayma ve örnekleme teknikleri gibi işlemlerle uğraşır,OTHER,0
gargamel& suratlı>,INSULT,1
bu iyi bir şey değil tabii,OTHER,0
örneğin emlak vergisi gayrimenkul sermayesinin getirisini ve kurumlar vergisi de şirketlere yatırılan finansal sermayenin getirisini ciddi biçimde azaltır,OTHER,0
götü boklu,PROFANITY,1
ananın amına tantuni sokuyum,PROFANITY,1
kafasız< mısın,INSULT,1
Ibnelik yapma lan pust,PROFANITY,1
Kadın dediğin kocasının sözünden çıkmaz,SEXIST,1
Almanların Yahudilere yaptıkları az bile,RACIST,1
millet ve memleketin gerçekten minnet ve teşekkürüne hak kazanmıştır,OTHER,0
oyuncu gezegenin doğasını düzenleyebilen devleri yönlendirerek hayat oluşturur ve genetik değişiklikler yapar,OTHER,0
papağan rüyada papağan görmek bir erkek için güzel ve zeki bir kızla aşk yaşamak anlamındadır,OTHER,0
otel beklentilerini karşıladı mi,OTHER,0
burnun lazların burnuna benziyor,RACIST,1
Zengin zuppe rus cocugu oldugu icin ceza almadi,RACIST,1
Hizmetçisini siken bulaşığını kendi yıkarmış,PROFANITY,1
adam dediğin ailesini koruyacak,SEXIST,1
cevaplar bakış açılarında gizli,OTHER,0
Çok agresif hareketler sergiliyor bunun acilen sikilmesi gerek,PROFANITY,1
duvar dalışı yapacağımız bu bölgede kayalık küçük bir adacık karabataklar tarafından mekan edinilmiş,OTHER,0
seni gökkuşağında bir sikerim rengarenk çocukların olur,PROFANITY,1
otur aşağıya huzursuz,INSULT,1
senin gibi cici bir kıza yakışıyor mu,SEXIST,1
de get gavurun tohumu,RACIST,1
bu suriyelileri buraya getiren kim varsa belasını versin,RACIST,1
çünkü omurgaya binen her kilo omurga disk ve bağ dokusunun zamanından önce yıpranmasına neden olur,OTHER,0
Erkek adamın her yerde tanıdığı olur,SEXIST,1
tom kasten cami kırdı,OTHER,0
çünkü Türk olmak ayrıcalıktır,RACIST,1
tırtıl önce kozanın dış kısmını sonra kendi vücudunun etrafını örmeye devam eder ve görünmez olur,OTHER,0
yengeç burcu erkeği ve ikizler burcu kadını birbiriyle anlaşabilir mi,OTHER,0
seni serçe parmağımla deviririim,INSULT,1
beni sevmeyen varmış çok da sikime sanki,PROFANITY,1
sen okusan ne olacak gerizekalı?,INSULT,1
nenenin amını çay tabağında sikeyim,PROFANITY,1
pis mikrop,INSULT,1
bu ejderha diğer ejderhalardan farklı olarak kendini göstermez yiyecek çalmaz ve asla ıskalamazdı,OTHER,0
çemçuk ağız,INSULT,1
Salak salak konuşup benim asabımı bozma,INSULT,1
göbeğinden ayaklarını görebiliyor musun,INSULT,1
türklerin sevdiği yemek iskenderdir,OTHER,0
Ölsen hoca arkandan fatiha okumaz,INSULT,1
sen tartıyla değil kantarla tartıl anca taşır seni,INSULT,1
göbek deliğini sikip içine florasan lamba sokmarım,PROFANITY,1
bir kadının dili alev kılıcından daha keskindir,SEXIST,1
götümün kenarı,PROFANITY,1
gördüğünüz gibi bu sol uzanma,OTHER,0
Ukraynalılar Ruslar Suriyeliler ve mülteciler vatandaşlık haklarımıza sahip olamazlar,RACIST,1
burada vurgulanacak olan konu gelismis ulkelerde nitelige verilen primin yani egitim ve tecrubenin getirisinin artmis oldugudur,OTHER,0
çünkü bu topraklar binlerce yıl sayısız medeniyetlere ev sahipliği yapmış,OTHER,0
İktidar olduğumuzda Suriyelileri ülkelerine göndereceğiz,RACIST,1
mal misin,INSULT,1
allah bu nüfus nerede,OTHER,0
proje aşağıdaki konuları detaylı olarak kapsayacak şekilde tanzim edilir,OTHER,0
uzaktan baktım insana benzer yakınına vardım tam bir köpek,INSULT,1
Kanı bozuk adamların yarrağı kopsun,PROFANITY,1
teyzesinin amı sikli,PROFANITY,1
Erkek kadını kodu mu oturtacak,SEXIST,1
İzlediğim filmler arasında en iyisiydi.,OTHER,0
şırfıntı boku,PROFANITY,1
tiberius siksin götünü emi,PROFANITY,1
Yıkıldık belki ama kalkarsak hayatınızı sikeriz,PROFANITY,1
seni öyle bir sikerim ki bütün tüyün kılın dökülür,PROFANITY,1
yüzde otuz devamsızlık hakkının kaç saate derse karşılık geldiğini nasıl öğrenebilirim,OTHER,0
renk pembeden ziyade mordur,OTHER,0
Ukranyalı erkeklerin çoğu gay olma olasılığı yüksektir,RACIST,1
bir kürt kasadaki çürük elma gibidir,RACIST,1
Dürüst ve kararlı olmayı erkeklere özgüdür,SEXIST,1
daha iyi tatlar ve aromalar üretebiliriz,OTHER,0
bu kanunla devletten izinsiz hiçbir okul açılamayacağı belirlenmiş ilk ve orta öğretim esasları saptanmıştır,OTHER,0
süvarilerin atları denize atıldı,OTHER,0
bu benim hayalimdeki is,OTHER,0
yavru köpeklere dönmüşsün,INSULT,1
kadınlar güçsüzdür korunması gerekir,SEXIST,1
hayatımda bu kadar saf bir insan görmedim,INSULT,1
Erkek dediğin tamirden anlamalı,SEXIST,1
kadın hanım olmalı bizim kızlarımız biraz agresif,SEXIST,1
izmir günahkar bu yüzden depremler çok oluyor orda,RACIST,1
büyük toynak,INSULT,1
Uzaktan kendini izleyebilseydin ne kadar budalayım derdin,INSULT,1
Çok mutsuzum ama orospu çocukları sevinmesin diye gülüyorum,PROFANITY,1
Neden ters bakiyorsun Turkun domuz etine baktigi gibi,RACIST,1
suçun bizde olduğuna dair en ufak bir delil yok şu anda,OTHER,0
senin azı dişine oturur ağzının tavanına sıçarım,PROFANITY,1
orada da saha mevcut,OTHER,0
seni adaya bıraksalar hayvanlar adayı terkeder be,INSULT,1
o sağırla geze geze sen de duymaz oldun iyice,INSULT,1
yabancı sermayenin gelmesi için her yolu denediğimiz bir dönemde ortaya atılan bu yasa tasarısı iş barışını bozar,OTHER,0
Geçen gün halı sahada sakatlanan arkadaş ortopediye gitti.,OTHER,0
erkek arabayı daha iyi kullanıyor,SEXIST,1
unuttum demiyorum ama siktir ettim bilesin,PROFANITY,1
Sen sadece bir çalışan ben de yöneticiyim,INSULT,1
Karı gibi mızmızlanma,SEXIST,1
Aynı Türkler gibi sinirlisin,RACIST,1
acıkacak diye sıçmaya korkuyor,INSULT,1
Oradan bir düşersen görürsün ananın amını,PROFANITY,1
ön dişlerinin arasından otoban geçer,INSULT,1
kevaşe dölü,PROFANITY,1
ananın amına demlik koyayım,PROFANITY,1
Ülkemdeki köpek bile suriyelilerden faydalıdır,RACIST,1
bu tohuma badem ya da badem içi adı verilir,OTHER,0
kürt damarı tuttu,RACIST,1
tam on yıldır bu köyün arazilerini korucular kullanıyorlardı,OTHER,0
ceddini cibilliyetini gelmişini gecmişini eşiktekini beşiktekini eneeni neneni dedeni,PROFANITY,1
ermeniler barbardır,RACIST,1
Yüzü çirkin diye götünü memeni açmana gerek yok,PROFANITY,1
ananın amına havalı korna girsin,PROFANITY,1
senin ormanını yakanı sikeyim,PROFANITY,1
bir çocuğa bile bakamıyorsun nasıl kadınsın sen,SEXIST,1
Çinlilerin ürettiği çakma çin malı,RACIST,1
Erkekler daha zeki,SEXIST,1
Ne kadar tiksinç bi insansın sana tahammül edemiyorum artık,INSULT,1
kıtıpiyos tipine bakmadan,INSULT,1
arapları& sevmemek için neden çok=,RACIST,1
sen de karı mısın be,SEXIST,1
Ben kız olsam kesin kevaşe olurdum,PROFANITY,1
Bebek gibi ağlamaya başladı,INSULT,1
pozitif ve negatif oldu yaşam deneyimleri için mükemmel şimdiki,OTHER,0
peki ne olmuş buralarda,OTHER,0
Erkek adam pembe giyinmez giyiyorsa vardır bir sıkıntı,SEXIST,1
Yetkinliği olmayan biriydi,INSULT,1
çünkü hukuk adaleti sağlar,OTHER,0
Bok olsan sinek konmaz,INSULT,1
cücük salata seni,INSULT,1
beceriksiz seni,INSULT,1
milletin agzi torba degil ki buzesin,INSULT,1
basın üstünde çıkıntı vardır,OTHER,0
biz orada yine buluşacağız,OTHER,0
çökelek gibi kokuyorsun,INSULT,1
At alsan bir ay danış kadın alsan bir yıl danış,SEXIST,1
müslüman olmadığı için dışlandı,RACIST,1
senin anlattıllarından brişey anladıysam Arap olayım,RACIST,1
rodaj yapma imkanı mevcuttur,OTHER,0
kemik torbası,INSULT,1
Gömleğin kırışıklığına bak amcık ağızlı,PROFANITY,1
Kasnak yuvarlanmis elek olmus eski orospular melek olmus,PROFANITY,1
elektronlar yörüngesel dönüşlerin yüksek enerji düzeylerinden alçak seviyelerine geçerlerken kuantum her zaman elden bırakılır,OTHER,0
dünya yuvarlaktır düz değil,OTHER,0
artık suriyeliler evine dönsün,RACIST,1
Neden denemekle uğraşıyorsun asla başka biri kadar iyi olamayacaksın,INSULT,1
İnsanin başına gelen ya meraktan ya yaraktan,PROFANITY,1
boynun tekerlek altinda kalsin,INSULT,1
firma yetkilileri ve mühendislerin oluşan heyete odamız ve bölgemize ilişkin çeşitli broşür ve kataloglar verilmiştir,OTHER,0
mahalledeki suriyeliler huzurumuzu kaçırıyor,RACIST,1
Siyahiler de ülkemize doluştu ülke iyice karıştı,RACIST,1
kayserililer aşırı cimridir,RACIST,1
dersler alınacak anılardan birisi,OTHER,0
kızlar bir çok işi aynı anda yapamazlar,SEXIST,1
Kız gibi topa ne vuruyorsun,SEXIST,1
bir şey rica ediyorum,OTHER,0
ermeni feneri gibi olmak,RACIST,1
ne çirkef bir insan çıktın sen,INSULT,1
bu tarafgirlik bağı& veya boyutu& değildir,OTHER,0
Saçı uzun aklı> kısa,SEXIST,1
İspanyollar Kübayı ve Kübanın yerli halkını da katletmiş katillerdir,RACIST,1
Otuz yaşına gelmişsin evde kalmışsın,SEXIST,1
"Kuşkusuz ki en büyük ön yargı etrafımızdaki orospu çocuklarını ""insan"" sanmamızdır",PROFANITY,1
bütün işletme sahiplerine misafirperverlikleri için teşekkür ederiz,OTHER,0
şiddet gören kadın kocasının elini öpmelidir,SEXIST,1
ağzına verir kulaklarını oynatırım,PROFANITY,1
bazen çok itici davranır,OTHER,0
şu gavur işi telefonları da cebimize kadar soktular,RACIST,1
bir evi çekip çevirecek olan kadındır,SEXIST,1
Okuyup da adam olacakmış peh,INSULT,1
dışarıda erkek soğuğu var sakın dışarı çıkma,SEXIST,1
kürsünün isabet alma filmlerinin incelenmesi kürsünün bilinçli atılmış olduğunu belirtiyor,OTHER,0
kadın kısmı çalışmaz,SEXIST,1
dört gözle cevabınızı bekliyorum,OTHER,0
sahtekarın. tekidir o> kişi<,INSULT,1
düğünü tam bir faciaydı çingene düğünü misali,RACIST,1
atatürk hava limanında korkulu saatler atatürk hava limanında çıkan yangın dün istanbulda paniğe yol açtı,OTHER,0
sendeki bu gavur inadı olduktan sonra kimse seninle arkadaş olmaz,RACIST,1
Kadın üstün olamaz,SEXIST,1
Ateistler nedense hep islama Müslümanlar çatar,RACIST,1
zaten bir işe yaramıyordun,INSULT,1
çingene gibi olmuşsun,INSULT,1
verecek bir kararın var,OTHER,0
Kız olmasan ağır konuşurdum da,SEXIST,1
Kadın kocasına hizmet etmeli,SEXIST,1
ağabeyimle görüşmek istediğimi anlattım,OTHER,0
çünkü senin görüşün değil,OTHER,0
paçalarından çamur akıyor,INSULT,1
Ortak çıkarlar üzerinde bir mutabakata varıldı.,OTHER,0
erkegin maasi kadinin yasi sorulmaz,SEXIST,1
solunum sistemine ilişkin terimler,OTHER,0
erkekler kadınları anlamaz,SEXIST,1
okullarımızda adları bile geçmeyen düşünürleri bu kitaptan öğreniyoruz,OTHER,0
ölsen cenazene kimse gelmez,INSULT,1
Tam hayattan soğudum derken aklıma senin o gülünç tipsiz suratın geliyor& ve neşeleniyorum,INSULT,1
biz dolmuşa verecek para bulamıyoruz suriyeliler taksilerden inmiyor,RACIST,1
seni sikeceğime otuzbir çekerim daha iyi,PROFANITY,1
Gavur Hollanda işte,RACIST,1
yüksek maliyetli transferler yapmak istemiyoruz,OTHER,0
sümüğünü siktimin herifi,PROFANITY,1
sema gelecekte vatandaşlarının gerektirdiği tüm= vize için genişletilmiş olabilir,OTHER,0
İngilizler somurgecidir,RACIST,1
otomotiv ve otomotiv yan sanayisi tekstil tarım ve turizm,OTHER,0
daha ne kadar o alçakla gezip tozacaksın?,INSULT,1
yatır sikeyim kaldır dikeyim,PROFANITY,1
Kadın mısın sen be,SEXIST,1
Çok pissin Arap olduğun çok belli,RACIST,1
uzun tırnaklı kadınlar şeytanın karısıdır,SEXIST,1
namazı çingene imamı gibi kıldırdı bu akşam,RACIST,1
ne telefonda bekletip duruyorsun telefon para yazıyor taşşak mı geçiyorsun benimle,PROFANITY,1
erkek yüreği nasır tutar,SEXIST,1
ne Arab’ın temizliğine ne de kürdün sözlerine inan,RACIST,1
ananın bahtından nasibini alırmış kız evlatları,SEXIST,1
Etnik kökeni bizim kadar yüksekte olmadığı için ona yer yok,INSULT,1
kadından dişçi olmaz,SEXIST,1
ayrıca oyunda kendi silahlarınızı da yapabilir ve geliştirebilirsiniz,OTHER,0
aklın varsa aşık olma cinsiyetine bakmadan sikerler,PROFANITY,1
suriyeliler kadınları taciz ediyor,RACIST,1
evet dünün bu sağlamcı hijyenik güvenlik uygulamaları hala geçerli,OTHER,0
İt oğlu it,INSULT,1
hiçbir konu kalite bilincinde olan bir üreticiyi satın aldığı ürünün kusurlu çıkması kadar kızdıramaz,OTHER,0
ailesi eşi ve kızı türkiyeye dönmüşler ıspartada yaşıyorlar,OTHER,0
Kadının sırtından sopa karnından sıpa eksik edilmez,SEXIST,1
erkek adam ev mi süpürür,SEXIST,1
bunun= başka. çaresi yok.,OTHER,0
totoşlar gibi yürüme,INSULT,1
senin beynin paslanmış,INSULT,1
Almanlar ırkçıdır,RACIST,1
kalbini sikerim,PROFANITY,1
ne yazık ki henüz öyle değil,OTHER,0
Çekilecek biri değilsin bir süre görüşmeyelim,INSULT,1
leş insanın birisin,INSULT,1
Müsvedde desem sana o bile çok,INSULT,1
Kadın sakız ciğnemez,SEXIST,1
kadınlar erkekler kadar iş yapamaz,SEXIST,1
Bebeğinden çocuğundan yaşlısına kadar tüm suriyeliler defolup gideceksiniz,RACIST,1
sibel çelik her şeyden öte bir kadın olduğunu vurgulamaktan kaçınmıyor ve kadınlık bilincini verdiği ve vereceği mücadelelerin temeline yerleştirerek kadınlara mesaj vermeyi de es geçmiyor,OTHER,0
şafak vakti sikilmiş kedi amcığı gibi durma,PROFANITY,1
uzun ömürlü süt ağzı açıldıktan sonra kaç gün dayanır,OTHER,0
Sen ne aptal birisin kaç kere anlatıcam daha sana,INSULT,1
erkeğin elinin kiri,SEXIST,1
Hem başarısızsın hem de ego yapıyorsun,INSULT,1
Kadın kısmı evinde oturmalıdır,SEXIST,1
Erkekler günlerdir birkaç saat uyku ile yer altından ceset veya yaralı çıkarıyor yapabilir misin?,SEXIST,1
"babasını götünden siktiğimin kaşar, evladı",PROFANITY,1
gözüne sıçtığımın firavunu,PROFANITY,1
beynin kıt galiba,INSULT,1
Kadın sevgi uğruna her şeye hazırdır hatta sevişmeye de Erkek ise sevişmek için her şeyi feda etmeye hazırdır sevmeyi bile,SEXIST,1
bu nedenle önce şu çılgın türkleri yazdım,OTHER,0
aşılama yönteminde ise kraliçe arı bölmelerine işçi arı gözlerinden genç larvalar transfer ediliyor,OTHER,0
her bir boktan rencide olan müslüman,RACIST,1
aç sempaze,INSULT,1
Bu saç ne sikik,PROFANITY,1
Bu devirde iyileri sikerler,PROFANITY,1
görükle özel akademi kız yurdu ücretsiz servis imkanıyla sizleri yol ücreti ödemekten kurtarmaktadır,OTHER,0
"olaylar trajik bir, halde gelişir>",OTHER,0
Seninle aynı şehirde nefes bile alınmaz.,INSULT,1
en çok özlediğim kızım ve oğlumdur,OTHER,0
olacaksa olsun bir şey,OTHER,0
anası da böyleydi bunun,INSULT,1
kalbi orospu olanın bedeni abdest tutmaz,PROFANITY,1
fotoğraf toplumsallaşamıyor bir türlü,OTHER,0
bu ülkenin ilim irfan yaratabilecek bütün insanları ben de dahil bu yaşadığımız huzursuz ve yobaz ortamı terk edip gitsek mi diye düşünüyoruz,OTHER,0
Ezik ve zavallı bir insandı,INSULT,1
amınakodumun bakiresi,PROFANITY,1
kasaba minnet edeceğime kesip sikimin etini yerim,PROFANITY,1
pörtlek gözlerini belertme,INSULT,1
Mal mal suratıma bakma,INSULT,1
deve kaynağa yanaştı mı birikmiş suyun bütününü içiyordu,OTHER,0
bu açıdan aydınlatma konusunda tüketiciyi bilinçlendirmek önem kazanıyor,OTHER,0
Unutulurmu yapılan orospu çocuklukları,PROFANITY,1
elektrik potansiyeli voltaj doğrusal integral ile aşağıdaki şekilde tanımlanır,OTHER,0
sen okuma direkt amele ol,INSULT,1
erkekler daha iyi şofördür,SEXIST,1
sik bezi,PROFANITY,1
Kedim bile senden daha onurlu o en azından nerede durması gerektiğini biliyor,INSULT,1
Sürekli sinir bozucu davranışlar sergiliyorsun,INSULT,1
seni gidi şımarık sesin olmadığı gibi anlayışın ve terbiyen de yok,OTHER,0
ananı kanırtayım,PROFANITY,1
arkadaşım bana yardım etti,OTHER,0
taşşaklarını patlattığım bizimle alay ediyor,PROFANITY,1
eğitim kurumlarımızın ülkemize ilimize katkılarının ne kadar önemli olduğunun en güzel örneklerinden birisi,OTHER,0
yüzüne tükürsem tükürük durmaz,INSULT,1
hey siyahi sen ordan kalk ben oturucam burası senin ülken değil,RACIST,1
çocuk sahibi olma planınız var mı,OTHER,0
Kaından vefa zehirden şifa olmaz,SEXIST,1
eşeğe laf anlatsam şimdiye anlamıştı,INSULT,1
Got deligini buyuteyim,PROFANITY,1
gavur çocuğu gibi çocuk yetiştirmişsiniz,RACIST,1
Kadınların bir işi tam olarak yapabilme kabiliyetleri yoktur.,SEXIST,1
mevcut kırk kişi vardı,OTHER,0
eski türkler daha geniş omuzlara sahip olmaları sebebiyle bu ağır ve büyük savaş yaylarını kaldırabilmekteydiler,OTHER,0
çalışmada annesiyle bağlantı kurmaya çalışan bir oğlan anlatılmaktadır,OTHER,0
sadece firavunlara karşı tekrar yılana dönüşür,OTHER,0
gördüm onu son günlerde götü kalkmış,PROFANITY,1
kart sensin postalda sana girsin,PROFANITY,1
Senin ananı atanı sikerim sülalesine soktuğum dümbük,PROFANITY,1
kan bağışlayanlara verilen promosyonlar nasıl belirleniyor,OTHER,0
sahilde fal bakan kadınlar çingenedir,RACIST,1
ondan sonra diger islemlere gecilir,OTHER,0
ulan ibibik sende bu göt varken çok mekanlar kokutursun,PROFANITY,1
cinsellik karşılıklı saygı sevgi ve anlayış üzerine kurulmalıdır,OTHER,0
kolpacı orospu çocuğu,PROFANITY,1
Puştun evladı,PROFANITY,1
Kadın patron olmaz,SEXIST,1
kadın dediğin- azacık sineye çekmeli,SEXIST,1
laboratuvarlar biraz daha oluşmuştu,OTHER,0
eşek kafa,INSULT,1
sorun için cevap yok,OTHER,0
Benimle uğraşma hayatını sikerim,PROFANITY,1
kolej züppesi,INSULT,1
Kadının çilesi bitmez,SEXIST,1
Ceyrek akilli bu isi alabilecegini dusunuyor,INSULT,1
birincisi yıllık aidat ikincisi munzam aidattır,OTHER,0
her yanım amele yanığı gibi oldu,RACIST,1
ataerkil toplumlarda kadının söz hakkı yoktur,SEXIST,1
Amcık ağızlı ne verirsem alıyor,PROFANITY,1
Siyahiler tam bir baş belası dostum,RACIST,1
pezo çocuğu,PROFANITY,1
Söylediğim söz doğru değilse simsiyah olayım,RACIST,1
Babanın sanatı oğlana mirastır,SEXIST,1
kahpeliğin okulu yok ama mezunu çok,PROFANITY,1
unutma çok seversen götü kalkar,PROFANITY,1
en arkada bir erkek bulunuyor ve etçilin saldırısını savuşturmaya çalışıyor,OTHER,0
kadınlar sürekli> çiçek ister,SEXIST,1
Ya bırak bu karı kız ayaklarını,SEXIST,1
ırzını yerle bir ettiğim,PROFANITY,1
bu konuda hiç düşünmedim,OTHER,0
zorunlu üyeliği iptal ederim,OTHER,0
laz gibi inat etti,RACIST,1
lağam çukuruna düşsen farkedilmezsin,INSULT,1
Çok fazla. dersim var o nedenle bu sene< çok çalışmam gerekiyor..,OTHER,0
biz de ona destek olmak için onunla hareket ettik,OTHER,0
dügün bittikten sonra zurnayi götüne sok,PROFANITY,1
ne kadar Hasiyetsizsin,INSULT,1
Elinin hamuru ile erkek işine karışma,SEXIST,1
kırılırsa incir dalı görürsün ebenin amını,PROFANITY,1
Gavur eziyeti bu başka birşey değil,RACIST,1
Kadından yönetici değil bakıcı olur,SEXIST,1
saldırıda iki kişi hayatını kaybederken dokuz kişi de yaralandı,OTHER,0
Soysuz bir insansın,INSULT,1
Sen tam bir zavallısın,INSULT,1
adi herif,INSULT,1
Annesi orospu,PROFANITY,1
aldığın ölçü gavur ölçüsü gibi,RACIST,1
Kız gibi cilve yapma.,SEXIST,1
turgay< et lokantası- personelinden ve geçmişteki konuklardan yanıt alın,OTHER,0
göt hoşafı,PROFANITY,1
sen mi halledeceksin güldürme beni,INSULT,1
bokumun makbul olan servis şekli sıcak olanıdır sıcak sıcak yiyin,PROFANITY,1
orospunun gülüşüne güven olmaz,PROFANITY,1
Dalagina sokarim senin gorursun,PROFANITY,1
Sini tıkırtısı para şıkırtısı kadın fıkırtısı kalbe ferah verir,SEXIST,1
bu ortamın insanı değilsin,INSULT,1
uzaktan erişim ihtiyacı sorunsuz bağlantı ve güvenlik kaygılarını da beraberinde getirmiştir,OTHER,0
çenenin bağını sikeyim,PROFANITY,1
erkek dediğin üç düşünüp bir söyleyecek,SEXIST,1
ben onu götü kalksın diye değil kalbi atsın diye sevmiştim,PROFANITY,1
Seni adam yerine neden koysunlar ki,SEXIST,1
pantolon giyen kadın aranıyordur,SEXIST,1
maliyeti az olduğu için tercih ediliyor,OTHER,0
"ne, olduğunu. bilmiyorlar mıydı",OTHER,0
Erkek yüz veriyosa kadın kuyruk sallıyodur,SEXIST,1
Beyazlar hep bir şeyler isterler ve hep huzursuzdurlar,RACIST,1
hiçbir zaman hak ettiğimiz değeri vermiyorlar,OTHER,0
konuşun sikime dogru,PROFANITY,1
Meksika Latinlerin olduğu ikinci sınıf Amerikan ülkesidir,RACIST,1
gavur inadından bir vazgeçemedin,RACIST,1
Seni ciltleyip sikerim dünya klasikleri serisine girersin,PROFANITY,1
aynı götün ibneleri gidin başka yerde oynayın,PROFANITY,1
kadın nedir ki hakları olsun,SEXIST,1
genelde kapıdan içeri girildiğinde solda iç içe geçen iki oda ve diğer tarafta ayrı bir oda şeklinde mekanlar sıralanmıştır,OTHER,0
tekrar yola çıkılır aynı şekilde çalgılar halaylar eşliğinde yol boyunca geri dönülür,OTHER,0
bir kadınla sevişmeden daha fazla yürümek istemediğini his setti,OTHER,0
Sapsigin deniz gormemisi Cecendir,RACIST,1
Erkeğin nefsi birdir kadınınki 9,SEXIST,1
matematiği çok kolay anlamaktadır,OTHER,0
oralarda birileri var mı,OTHER,0
güler yüzlü konuşkan kendinden emin şen şakrak bir yay burcu kadınıyım,OTHER,0
şanslı bir millet olarak da bunu yaşıyoruz,OTHER,0
"Askere kadınlar alınmamalı, cılızlar ne yapacaklar?",SEXIST,1
bunlar gerekli hallerde ilgili dal uzmanı ile birlikte hastaların takip ve tedavisini yaparlar,OTHER,0
şeflik sınavları nihayet yapıldı,OTHER,0
Hollandalı insan kadar umursamaz bir ırk yoktur,RACIST,1
armut kafalı kel ve sırık olduğunu farkettim,INSULT,1
yeni sikilmiş karı gibi gülme,PROFANITY,1
o yıl kendileri bile itikafa ramazan da değil sonraki ayda şevval de giriyor,OTHER,0
Asla bir anlam ifade etmeyeceksin sen sadece bir başarısızsın,INSULT,1
kör ebe& oynamak gibiydi aşk hepimiz kördük ebemizi gördük,PROFANITY,1
odanın tüm= duvarlarına çalıştığı sansür< kurulundan çıkan< ve çöpe. atılacak olan- kağıtları aşmıştır,OTHER,0
yaşlı karı dırdırı çekilmiyo,SEXIST,1
kağıda bir hayvan ayağının izleri çizilmişti,OTHER,0
uygun böbrek bulabilmek için ne kadar süre bekleneceği de belirsizdir,OTHER,0
"Adam gibi yap şu işi, karı gibi mızmızlanma.",SEXIST,1
bunu burada bırakıp gitsem akşam aynı yerden geri alırım o kadar yön duygusu yok,INSULT,1
ananın amı kızışmış ben söndürürüm,PROFANITY,1
uyuz etme insanı,INSULT,1
müşteri odaklılık eğitimde müşteri özelde öğrenci ise de genelde toplumdur,OTHER,0
Kadınlar bir şirketi yönetemez,SEXIST,1
işssizlik oranını arttıranlar kadınlardır,SEXIST,1
Kızımı dövmedim dizlerimi dövüyorum geldiğimiz hale bak,SEXIST,1
bitmeyen işin anasını yatmak sikermiş,PROFANITY,1
dur sana şöyle Yahudi gözüyle bir bakayım,RACIST,1
müslümanlar pis yalancılardır,RACIST,1
emekli olduktan sonra önceleri duvar resimleri ve afişleri yapmak suretiyle geçimini temin etti daha sonra gazetecilik hayatına atıldı,OTHER,0
dünyanın dört bir yanından katılan tasarımcılarımız da var,OTHER,0
bütünleştirici sakın bir kampanya,OTHER,0
beni eğitiyordu gelip benim için onca saat harcardı,OTHER,0
sana ışıkları açmamanı söyledim,OTHER,0
seni bi sikerim borsa dalgalanır,PROFANITY,1
Karaktersiz sahtekar,INSULT,1
ağzına sıçtığımın piçi,PROFANITY,1
kadın erkek işini yapamaz,SEXIST,1
Aptalca soruların beni yordu.,INSULT,1
